epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,95.7813,2.1977,1.86111,2.65737,0.64597,0.45616,0.46278,0.2303,2.02377,1.731,2.65656,0.0018614,0.0018614,0.0018614
16,102.081,2.25585,1.87061,2.68388,0.74405,0.4757,0.49536,0.23954,1.82398,1.83216,2.5017,0.0018515,0.0018515,0.0018515
17,108.599,2.14961,1.76719,2.6567,0.89576,0.5,0.54337,0.25424,2.01633,1.67069,2.57825,0.0018416,0.0018416,0.0018416
18,114.908,2.11633,1.76464,2.60875,0.86235,0.48411,0.52213,0.27672,1.84839,1.62591,2.47614,0.0018317,0.0018317,0.0018317
19,121.276,2.08177,1.69325,2.54636,0.95105,0.45909,0.55975,0.28368,1.86096,1.49809,2.44065,0.0018218,0.0018218,0.0018218
20,127.582,2.07843,1.69138,2.54423,0.82704,0.49091,0.52744,0.29094,1.81244,1.68756,2.46854,0.0018119,0.0018119,0.0018119
21,133.878,2.08417,1.65212,2.52228,0.92559,0.46818,0.51668,0.22335,2.08409,1.61921,2.56954,0.001802,0.001802,0.001802
22,140.15,2.07653,1.64903,2.52625,0.90278,0.48182,0.56735,0.27376,1.84804,1.46987,2.45179,0.0017921,0.0017921,0.0017921
23,146.464,1.99299,1.55187,2.49037,0.95448,0.47273,0.57159,0.27755,1.86584,1.47458,2.46934,0.0017822,0.0017822,0.0017822
24,152.753,1.95394,1.53904,2.45496,0.80255,0.5,0.56457,0.28781,1.8088,1.49019,2.41452,0.0017723,0.0017723,0.0017723
25,159.352,1.95484,1.54609,2.47461,0.8391,0.48182,0.55583,0.29202,1.81845,1.50544,2.4878,0.0017624,0.0017624,0.0017624
26,165.671,1.95982,1.53045,2.44915,0.93969,0.49573,0.59017,0.30692,1.81598,1.38003,2.37703,0.0017525,0.0017525,0.0017525
27,172.003,1.95402,1.52066,2.44609,0.89473,0.45909,0.54346,0.27828,1.75782,1.53563,2.42701,0.0017426,0.0017426,0.0017426
28,178.285,1.92351,1.4905,2.4199,0.97016,0.5,0.5733,0.26797,1.93242,1.55376,2.48585,0.0017327,0.0017327,0.0017327
29,184.561,1.91271,1.50254,2.41777,0.92966,0.48636,0.55042,0.21279,2.22303,1.54294,2.86204,0.0017228,0.0017228,0.0017228
30,191.968,1.94339,1.56331,2.43117,0.78797,0.50909,0.57685,0.30293,1.76881,1.41999,2.35259,0.0017129,0.0017129,0.0017129
31,198.293,1.93111,1.52468,2.41745,0.91522,0.4907,0.53542,0.31583,1.74018,1.54623,2.32959,0.001703,0.001703,0.001703
32,204.633,1.90113,1.49903,2.35681,0.88839,0.50655,0.57699,0.31512,1.69012,1.33193,2.31079,0.0016931,0.0016931,0.0016931
33,211.207,1.81118,1.42125,2.33687,0.93949,0.49402,0.5955,0.33614,1.6425,1.34693,2.27022,0.0016832,0.0016832,0.0016832
34,217.548,1.8996,1.4647,2.38622,0.92264,0.48788,0.59899,0.342,1.63623,1.41834,2.29572,0.0016733,0.0016733,0.0016733
35,223.897,1.78049,1.43077,2.32729,0.97715,0.51364,0.60912,0.33373,1.70137,1.30729,2.36039,0.0016634,0.0016634,0.0016634
36,230.254,1.82993,1.40597,2.31154,0.9643,0.49109,0.61836,0.30452,1.76346,1.42194,2.4024,0.0016535,0.0016535,0.0016535
37,236.576,1.86165,1.48721,2.37556,0.94773,0.4945,0.57686,0.34302,1.64268,1.39878,2.27707,0.0016436,0.0016436,0.0016436
38,242.875,1.77859,1.3594,2.31263,0.92759,0.52408,0.63293,0.37941,1.5873,1.21531,2.22734,0.0016337,0.0016337,0.0016337
39,249.246,1.76282,1.38616,2.26018,0.96245,0.50455,0.58123,0.3392,1.59704,1.34933,2.20224,0.0016238,0.0016238,0.0016238
40,255.557,1.74675,1.34859,2.25257,0.95013,0.49091,0.6006,0.33125,1.68699,1.31612,2.27397,0.0016139,0.0016139,0.0016139
41,261.878,1.80123,1.40729,2.32696,0.92866,0.53636,0.62934,0.35721,1.67782,1.32399,2.32453,0.001604,0.001604,0.001604
42,268.417,1.72792,1.36535,2.28273,0.97611,0.50909,0.62761,0.37472,1.52508,1.22608,2.12891,0.0015941,0.0015941,0.0015941
43,274.752,1.69714,1.35155,2.23096,0.98427,0.5,0.61123,0.36138,1.55537,1.27793,2.16682,0.0015842,0.0015842,0.0015842
44,281.102,1.70405,1.30018,2.21993,0.91402,0.53182,0.61958,0.33259,1.67905,1.31508,2.26569,0.0015743,0.0015743,0.0015743
45,287.475,1.74156,1.35998,2.24979,0.91921,0.53182,0.60534,0.35012,1.65722,1.25591,2.25758,0.0015644,0.0015644,0.0015644
46,293.809,1.71315,1.3609,2.25056,0.9783,0.53182,0.59795,0.34516,1.61266,1.32481,2.21194,0.0015545,0.0015545,0.0015545
47,300.142,1.70309,1.28183,2.24642,0.8921,0.53182,0.61373,0.30808,1.72039,1.31493,2.37926,0.0015446,0.0015446,0.0015446
48,306.449,1.6668,1.30676,2.21353,0.88216,0.52727,0.59371,0.3607,1.54709,1.34368,2.20358,0.0015347,0.0015347,0.0015347
49,312.748,1.68002,1.33205,2.22116,0.93627,0.53424,0.62428,0.37577,1.56356,1.16301,2.19369,0.0015248,0.0015248,0.0015248
50,319.265,1.68129,1.32418,2.20981,0.92051,0.53636,0.63106,0.38927,1.49137,1.21576,2.14011,0.0015149,0.0015149,0.0015149
51,325.638,1.64115,1.3086,2.16393,0.85906,0.52641,0.58957,0.3455,1.67507,1.31783,2.24984,0.001505,0.001505,0.001505
52,331.965,1.66632,1.32859,2.21327,0.86392,0.53636,0.62876,0.36265,1.55294,1.26428,2.19827,0.0014951,0.0014951,0.0014951
53,338.285,1.69173,1.33092,2.19229,0.94728,0.49008,0.56808,0.35165,1.54533,1.30274,2.16398,0.0014852,0.0014852,0.0014852
54,344.585,1.69363,1.32413,2.2106,0.90319,0.5513,0.63305,0.3839,1.49865,1.17914,2.13805,0.0014753,0.0014753,0.0014753
55,350.894,1.59265,1.24447,2.1262,0.91884,0.51364,0.63127,0.3812,1.50813,1.18316,2.17569,0.0014654,0.0014654,0.0014654
56,357.198,1.61191,1.27666,2.1525,0.94214,0.5181,0.61951,0.38989,1.4706,1.16356,2.14103,0.0014555,0.0014555,0.0014555
57,363.737,1.65052,1.25633,2.17737,0.92512,0.53182,0.61194,0.34253,1.69038,1.2397,2.32545,0.0014456,0.0014456,0.0014456
58,370.048,1.62449,1.28874,2.1511,0.95019,0.5,0.59582,0.39503,1.40476,1.22804,2.08689,0.0014357,0.0014357,0.0014357
59,376.384,1.58676,1.2638,2.10359,0.97468,0.52727,0.6115,0.35289,1.67497,1.22808,2.2005,0.0014258,0.0014258,0.0014258
60,382.672,1.57771,1.2725,2.10686,0.91684,0.51818,0.62638,0.394,1.46914,1.18247,2.06455,0.0014159,0.0014159,0.0014159
61,389.176,1.63175,1.29759,2.13659,0.86088,0.55,0.62281,0.39184,1.47659,1.24339,2.14133,0.001406,0.001406,0.001406
62,395.946,1.577,1.25494,2.12419,0.89949,0.52273,0.63198,0.40543,1.4357,1.15456,2.06753,0.0013961,0.0013961,0.0013961
63,402.61,1.59294,1.26473,2.12841,0.87599,0.54091,0.61969,0.40268,1.4089,1.21242,2.06691,0.0013862,0.0013862,0.0013862
