epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1189.92,0.95985,0.74862,1.48854,0.96921,0.5724,0.66856,0.49376,1.11527,0.91717,1.72509,0.0001685,0.0001685,0.0001685
187,1196.57,0.96971,0.74888,1.50356,0.96456,0.56364,0.65996,0.4863,1.1403,0.91544,1.74925,0.0001586,0.0001586,0.0001586
188,1202.91,0.99357,0.76141,1.51002,0.96861,0.56103,0.6636,0.48887,1.1364,0.92079,1.74893,0.0001487,0.0001487,0.0001487
189,1209.43,1.00446,0.79603,1.51192,0.98359,0.55455,0.66855,0.48989,1.13237,0.91592,1.75472,0.0001388,0.0001388,0.0001388
190,1215.73,0.98557,0.76173,1.50865,0.95955,0.55909,0.66601,0.49232,1.13137,0.91867,1.72856,0.0001289,0.0001289,0.0001289
191,1222.96,0.93002,0.75463,1.50393,0.92505,0.57273,0.6643,0.49133,1.14445,0.91511,1.7385,0.000119,0.000119,0.000119
192,1229.25,0.91097,0.71665,1.48177,0.91756,0.57727,0.67118,0.49214,1.1395,0.92606,1.74558,0.0001091,0.0001091,0.0001091
193,1235.53,0.90354,0.70507,1.46003,0.93227,0.57727,0.66737,0.49225,1.13697,0.90309,1.75292,9.92e-05,9.92e-05,9.92e-05
194,1241.8,0.89439,0.70768,1.48714,0.96101,0.56818,0.66572,0.48863,1.14526,0.90013,1.75874,8.93e-05,8.93e-05,8.93e-05
195,1248.1,0.87102,0.69901,1.45989,0.92519,0.58182,0.66679,0.48929,1.14954,0.90179,1.76732,7.94e-05,7.94e-05,7.94e-05
196,1254.37,0.86583,0.68443,1.44111,0.93916,0.57727,0.66224,0.48986,1.13349,0.89221,1.75,6.95e-05,6.95e-05,6.95e-05
197,1260.87,0.85029,0.68955,1.43139,0.93765,0.57727,0.66325,0.48953,1.12882,0.88894,1.74052,5.96e-05,5.96e-05,5.96e-05
198,1267.23,0.86559,0.68967,1.45043,0.93659,0.57727,0.66435,0.48965,1.12587,0.89717,1.73803,4.97e-05,4.97e-05,4.97e-05
199,1273.6,0.88492,0.68998,1.44898,0.93461,0.57727,0.67023,0.49332,1.12018,0.8993,1.7424,3.98e-05,3.98e-05,3.98e-05
200,1279.98,0.85113,0.68073,1.4282,0.93425,0.5813,0.67045,0.49103,1.11937,0.9019,1.73815,2.99e-05,2.99e-05,2.99e-05
